id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,6000,6000,6000.0, 36 months,17.77,216.23,D,D1,IHS,< 1 year,RENT,60000.0,Source Verified,Apr-2013,Fully Paid,n,,,debt_consolidation,Credit Card Consolidation,770xx,TX,10.22,0.0,Feb-2006,1.0,,,6.0,0.0,6795,75.5,7.0,f,0.0,0.0,7766.140003883,7766.14,6000.0,1766.14,0.0,0.0,0.0,Jan-2016,846.78,,Jan-2017,0.0,,1,Individual,,,,0.0,0.0,30932.0,,,,,,,,,,,,9000.0,,,,4.0,5155.0,1005.0,87.1,0.0,0.0,19.0,87.0,10.0,7.0,0.0,21.0,,3.0,,0.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,6.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,33508.0,30932.0,7800.0,24508.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months,13.53,339.5,B,B5,Service Manager,5 years,RENT,110000.0,Source Verified,Feb-2014,Fully Paid,n,,,debt_consolidation,Debt consolidation,928xx,CA,9.63,0.0,May-1988,1.0,,71.0,9.0,1.0,5458,42.0,30.0,w,0.0,0.0,11209.8,11209.8,10000.0,1209.8,0.0,0.0,0.0,Feb-2015,7475.3,,Dec-2015,0.0,67.0,1,Individual,,,,0.0,0.0,11739.0,,,,,,,,,,,,12875.0,,,,4.0,1304.0,2025.0,87.0,0.0,0.0,156.0,309.0,8.0,8.0,5.0,38.0,,6.0,,0.0,3.0,7.0,6.0,10.0,7.0,7.0,20.0,4.0,9.0,,0.0,0.0,3.0,77.0,66.7,1.0,0.0,23334.0,11739.0,6075.0,10459.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,24100,24100,24100.0, 60 months,24.11,694.85,F,F2,,,RENT,67000.0,Verified,Feb-2016,Current,n,,,debt_consolidation,Debt consolidation,112xx,NY,15.98,0.0,Dec-2000,0.0,,,6.0,0.0,19547,100.2,7.0,w,13129.64,13129.64,25104.32,25104.32,10970.36,14133.96,0.0,0.0,0.0,Feb-2019,694.85,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,25177.0,0.0,2.0,0.0,2.0,19.0,5630.0,51.0,0.0,2.0,7793.0,83.0,19500.0,0.0,1.0,1.0,4.0,4196.0,0.0,100.3,0.0,0.0,19.0,182.0,22.0,19.0,0.0,24.0,,11.0,,0.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,30500.0,25177.0,16500.0,11000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months,7.96,313.18,A,A5,Truck Driver,1 year,MORTGAGE,53000.0,Source Verified,Apr-2018,Current,n,,,debt_consolidation,Debt consolidation,448xx,OH,11.14,0.0,Jul-2007,0.0,,109.0,9.0,1.0,8792,42.3,14.0,w,7456.53,7456.53,3127.38,3127.38,2543.47,583.91,0.0,0.0,0.0,Feb-2019,313.18,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,15663.0,51049.0,1.0,1.0,0.0,0.0,47.0,5245.0,45.0,1.0,1.0,2813.0,43.0,20800.0,0.0,0.0,0.0,1.0,5672.0,1486.0,76.8,0.0,0.0,129.0,122.0,2.0,2.0,2.0,2.0,,19.0,,0.0,3.0,5.0,3.0,3.0,3.0,7.0,9.0,5.0,9.0,0.0,0.0,0.0,1.0,100.0,66.7,1.0,0.0,90697.0,14037.0,6400.0,11620.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,30000,30000,30000.0, 60 months,11.99,667.19,C,C1,Unit Director,10+ years,MORTGAGE,132000.0,Verified,Mar-2016,Current,n,,,credit_card,Credit card refinancing,871xx,NM,28.38,1.0,Nov-2002,0.0,6.0,,14.0,0.0,29899,91.4,31.0,w,14694.62,14694.62,23360.66,23360.66,15305.38,8055.28,0.0,0.0,0.0,Feb-2019,667.19,Mar-2019,Feb-2019,0.0,,1,Joint App,192000.0,19.51,Not Verified,0.0,0.0,371043.0,0.0,8.0,1.0,2.0,9.0,146243.0,69.0,0.0,2.0,8598.0,74.0,32700.0,0.0,15.0,0.0,4.0,26503.0,2419.0,81.1,0.0,0.0,142.0,152.0,23.0,9.0,7.0,23.0,,14.0,,0.0,2.0,5.0,2.0,3.0,16.0,5.0,8.0,5.0,14.0,0.0,0.0,0.0,1.0,96.8,50.0,0.0,0.0,460450.0,176142.0,12800.0,213139.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months,6.49,306.45,A,A2,foreman,10+ years,MORTGAGE,29000.0,Not Verified,Nov-2014,Fully Paid,n,,,credit_card,Credit card refinancing,421xx,KY,12.54,1.0,Jan-1997,0.0,9.0,,5.0,0.0,12997,81.2,12.0,w,0.0,0.0,11028.372646425,11028.37,10000.0,1028.37,0.0,0.0,0.0,Nov-2017,306.23,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,18917.0,,,,,,,,,,,,16000.0,,,,0.0,3783.0,3003.0,81.2,0.0,0.0,139.0,214.0,102.0,102.0,1.0,102.0,9.0,,9.0,0.0,4.0,4.0,4.0,9.0,1.0,4.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0,83.3,50.0,0.0,0.0,46750.0,12997.0,16000.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months,10.49,324.98,B,B3,Enterprise Buisness Consultant,1 year,MORTGAGE,76850.0,Not Verified,Nov-2014,Fully Paid,n,,,credit_card,Credit card refinancing,373xx,TN,31.46,0.0,Sep-1991,0.0,81.0,,11.0,0.0,21539,69.7,38.0,f,0.0,0.0,11581.6229272263,11581.62,10000.0,1581.62,0.0,0.0,0.0,Feb-2017,3143.8,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,402396.0,,,,,,,,,,,,30900.0,,,,7.0,36581.0,3675.0,81.4,0.0,0.0,278.0,47.0,10.0,7.0,1.0,16.0,,7.0,,0.0,2.0,4.0,2.0,2.0,31.0,5.0,6.0,4.0,11.0,0.0,0.0,0.0,2.0,97.4,100.0,0.0,0.0,436233.0,175019.0,19800.0,165281.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,24000,24000,24000.0, 60 months,11.98,533.63,B,B5,Software Engineer,6 years,MORTGAGE,90000.0,Verified,Apr-2018,Late (31-120 days),n,,,other,Other,085xx,NJ,0.68,0.0,Aug-2013,0.0,37.0,,4.0,0.0,1693,7.7,6.0,w,22191.19,22191.19,3230.74,3230.74,1808.81,1421.93,0.0,0.0,0.0,Nov-2018,578.56,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,498780.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2.0,1241.0,8.0,22000.0,0.0,0.0,0.0,3.0,124695.0,20307.0,7.7,0.0,0.0,,56.0,18.0,18.0,2.0,18.0,37.0,23.0,37.0,0.0,2.0,2.0,3.0,4.0,0.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,83.3,0.0,0.0,0.0,535504.0,1693.0,22000.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16800,16800,16800.0, 36 months,16.29,593.05,D,D1,Operator II,3 years,MORTGAGE,120000.0,Verified,May-2016,Charged Off,n,,,debt_consolidation,Debt consolidation,150xx,PA,21.8,0.0,Aug-2005,3.0,55.0,,22.0,0.0,8411,16.0,39.0,w,0.0,0.0,5295.65,5295.65,2265.62,1277.48,0.0,1752.55,315.459,Dec-2016,593.05,,Jun-2017,0.0,55.0,1,Individual,,,,0.0,0.0,193600.0,6.0,3.0,2.0,6.0,2.0,93291.0,79.0,6.0,14.0,5212.0,48.0,52700.0,6.0,0.0,8.0,21.0,9219.0,35689.0,19.1,0.0,0.0,105.0,129.0,1.0,1.0,1.0,1.0,,2.0,,2.0,3.0,3.0,12.0,18.0,12.0,17.0,26.0,3.0,22.0,0.0,0.0,0.0,8.0,94.9,9.1,0.0,0.0,252092.0,101702.0,44100.0,104149.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,28000,28000,28000.0, 60 months,13.99,651.37,C,C4,Senior Chief Petty Officer,10+ years,RENT,96600.0,Verified,Jan-2016,Current,n,,,debt_consolidation,Debt consolidation,921xx,CA,33.06,0.0,Nov-1993,0.0,,,9.0,0.0,44537,94.6,24.0,w,13076.54,13076.54,24139.04,24139.04,14923.46,9215.58,0.0,0.0,0.0,Feb-2019,651.37,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,90268.0,2.0,3.0,2.0,2.0,5.0,45731.0,81.0,0.0,1.0,0.0,87.0,47100.0,0.0,8.0,0.0,3.0,11284.0,,,0.0,0.0,135.0,265.0,18.0,5.0,1.0,,,18.0,,0.0,0.0,5.0,0.0,3.0,11.0,6.0,12.0,5.0,9.0,0.0,0.0,0.0,2.0,100.0,,0.0,0.0,103582.0,90268.0,0.0,56482.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7000,7000,7000.0, 36 months,12.61,234.55,C,C1,Process Eng Manager,10+ years,RENT,95000.0,Not Verified,Apr-2018,Current,n,,,debt_consolidation,Debt consolidation,940xx,CA,15.44,0.0,Mar-2005,0.0,,,12.0,0.0,8015,44.3,18.0,f,5311.78,5311.78,2340.6,2340.6,1688.22,652.38,0.0,0.0,0.0,Feb-2019,234.55,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,29802.0,1.0,2.0,0.0,0.0,27.0,21787.0,60.0,1.0,3.0,3446.0,55.0,18100.0,0.0,1.0,0.0,3.0,2484.0,1555.0,74.9,0.0,0.0,151.0,157.0,6.0,6.0,0.0,6.0,,23.0,,0.0,3.0,8.0,3.0,5.0,6.0,10.0,12.0,8.0,12.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,54683.0,29802.0,6200.0,36583.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000.0, 60 months,18.54,385.33,E,E1,Driver,2 years,MORTGAGE,36400.0,Source Verified,Jan-2015,Fully Paid,n,,,debt_consolidation,Debt consolidation,327xx,FL,11.84,0.0,Jan-2002,0.0,,67.0,7.0,1.0,6451,37.3,22.0,f,0.0,0.0,21369.0825185715,21369.08,15000.0,6369.08,0.0,0.0,0.0,Nov-2017,8668.64,,Nov-2017,0.0,,1,Individual,,,,0.0,0.0,133349.0,,,,,,,,,,,,17300.0,,,,4.0,19050.0,6944.0,43.5,0.0,0.0,148.0,156.0,2.0,2.0,4.0,4.0,,,,0.0,2.0,4.0,3.0,6.0,5.0,5.0,13.0,4.0,6.0,0.0,0.0,0.0,4.0,100.0,33.3,1.0,0.0,150213.0,11441.0,12300.0,6371.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,14000.0, 60 months,12.69,316.33,C,C2,Assistant Store Manager,10+ years,MORTGAGE,45000.0,Source Verified,Jun-2015,Fully Paid,n,,,debt_consolidation,Debt consolidation,306xx,GA,26.64,0.0,Nov-1998,0.0,,,10.0,0.0,8920,76.9,24.0,w,0.0,0.0,17008.4750236138,17008.48,14000.0,3008.48,0.0,0.0,0.0,May-2017,10059.09,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,190859.0,,,,,,,,,,,,11600.0,,,,4.0,21207.0,1825.0,81.0,0.0,0.0,189.0,198.0,10.0,9.0,4.0,92.0,,9.0,,0.0,2.0,3.0,3.0,7.0,10.0,5.0,10.0,3.0,10.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,202943.0,51839.0,9600.0,46793.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000.0, 36 months,7.59,155.74,A,A3,Supervisor ,10+ years,OWN,52000.0,Not Verified,Oct-2016,Current,n,,,credit_card,Credit card refinancing,080xx,NJ,17.46,0.0,Oct-2001,0.0,,,14.0,0.0,10635,40.0,24.0,w,1211.11,1211.11,4355.45,4355.45,3788.89,566.56,0.0,0.0,0.0,Feb-2019,155.74,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,85374.0,2.0,1.0,0.0,3.0,15.0,13036.0,80.0,2.0,3.0,4789.0,55.0,26600.0,0.0,0.0,0.0,7.0,6098.0,6358.0,61.0,0.0,0.0,173.0,180.0,5.0,5.0,1.0,26.0,,17.0,,0.0,4.0,8.0,5.0,9.0,6.0,12.0,17.0,8.0,14.0,0.0,0.0,0.0,2.0,100.0,40.0,0.0,0.0,108514.0,23671.0,16300.0,16286.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
